term,Onecut2,Onecut3,Gria1,Gria2,Gria3,Gria4,Grid1,Grid2,Grik1,Grik2,Grik3,Grik4,Grik5,Grin1,Grin2a,Grin2b,Grin2c,Grin2d,Grin3a,Grin3b,Grm1,Grm5,Grm2,Grm3,Grm4,Grm7,Grm8,Slc17a6,Slc17a7,Slc17a8,Slc1a1,Slc1a2,Slc1a6,Gad1,Slc32a1,Slc6a1,Th,Trh
Grik3,0.08583600395682503,-0.07690399122833348,-0.054842982221883864,-0.008381363628058055,0.12318866948318674,0.013474823510200228,-0.03848530284647556,-0.10579954251556913,-0.0878927497061958,-0.09096241548877296,NA,0.02827989610470959,0.03511137147518599,-0.016479783629175612,-0.06101111027969162,0.07010920018383357,-0.05676626184793897,0.013995471510372304,-0.0077569100542574185,0.057782307953096475,-0.12270852128194489,-0.11473838134487442,-0.01844892368544022,0.07561591089900054,-0.06734897074870763,-0.08771020015612714,-0.17404593766786566,-0.15742427312609752,-0.04308846161889777,0.04908678685111817,0.04768968170933884,0.09917624330774988,-0.07276151958004878,0.15291114691590987,0.14614825741630305,0.11932543805309984,0.03867074568633447,-0.0959002396757995
Grik4,-0.0558545221963434,-0.1681380845632216,0.04273977560198107,0.07591601277801345,0.060932175746039194,-0.002280618198661035,0.13456824463288047,0.0830236453597868,0.05265766571559448,0.01809703558194767,0.02827989610470959,NA,0.05034154403831094,0.05204963669146289,-0.001570144643463575,0.09655055792216344,-0.025142323142600616,0.11076351638324854,0.029522147045520412,-0.007336436621122556,0.0903611052212635,0.07805453308422819,0.032862239599600225,0.05918225637166219,-0.047867344306035085,0.06615274080060751,0.0302230925448535,0.08381864622574793,0.04653670666046262,0.028813314053508125,-0.058027151496800114,-6.78835665866496e-4,0.008084047625513504,0.04384482242399362,0.06752253834925591,-0.015481561589077963,-0.002047391949447905,0.05120796923173968
Grik5,0.07685311600017111,-0.10189891256991172,0.04440361964352163,0.10194528432255387,0.06154730277312606,0.02699626281320516,0.09595447425278941,0.09646196236879831,0.019094055090237403,-0.01999174886300792,0.03511137147518599,0.05034154403831094,NA,0.08185258153273374,0.027969092665948835,0.01784434264969453,0.05827641438968046,-0.044166590820144666,0.0832178697861588,-0.00348591346731813,0.031757645520884156,0.09434057582603059,-0.010443626915227912,0.06944367924654513,-0.03974082397073662,0.06457185417305449,-0.021463661490164824,0.05355244545033291,0.009081665910383787,-0.04939716152419738,-0.02966487547093397,-0.009793092088705695,0.033091332367498935,-0.008872863303683965,0.046347109236936655,-0.031101365178034548,-0.06573019191311345,0.043508222885140196
Grin1,-0.053916658984371736,-0.26759970008665157,0.11569188858086515,0.09045926174916001,0.19257316186273196,0.08645020514097818,0.2582274962018868,0.177803568307943,0.09071839788299771,-8.642054084090869e-4,-0.016479783629175612,0.05204963669146289,0.08185258153273374,NA,0.20233870553390684,0.05317760332879175,-0.03537024555366838,0.13328106613176122,0.10263474742389103,-0.004894912606151009,0.13646108714491886,0.2621350260280984,-0.05204114168550188,0.06061394543818375,0.07469596810942962,0.15107834306235465,-1.0362048067556527e-4,0.040499471373126615,0.032491184908773216,-0.028419291012843538,-0.029263457395407696,0.0759558754642023,0.10087791712248902,0.09092310025676377,0.18004150932497404,0.023348348312794597,0.045018218089715525,0.07954096655543856
Grin2a,0.030342127495918615,-0.2293543355532017,0.08054779774491745,0.05377871171262249,0.12642762494671914,0.0898497186615426,0.17322573758496124,0.183562778416799,0.14495030410637066,0.05279740521737707,-0.06101111027969162,-0.001570144643463575,0.027969092665948835,0.20233870553390684,NA,-0.016063401952936845,-0.009690744739166436,0.05600020183223775,0.11602231253208087,0.11885482533551234,0.1777766033475577,0.18313567104873213,-0.014039487608187571,0.11422863605370256,0.08583066758382878,0.21930340058856476,0.14019449618891644,0.14081994300856882,-0.01716711331900353,-0.05063782393231586,0.01368743703149747,-0.002721352791838287,0.17809082531312934,0.01790389717858556,0.0571493139607217,0.012028753970022638,-0.013131685621236273,0.09617980162134818
Grin2b,0.005126275374993974,-0.1398909303103354,0.05979764960072903,0.0983552211906453,0.1473708696381897,0.07166727264810378,0.1938313036371517,0.11152327629628492,0.11598006779790605,0.07821530634525393,0.07010920018383357,0.09655055792216344,0.01784434264969453,0.05317760332879175,-0.016063401952936845,NA,0.006948305039704475,0.07885021281244767,0.04832982821942203,-0.02662349436703922,0.04226677532707787,0.11751532916946875,-0.06809134343957549,0.04808408539631055,0.013616273329237845,0.05653248492244253,0.04581152556770264,-0.0034788216501866463,-0.01856470450753507,0.05275638568638874,0.021789465554742947,-0.008084892879402696,0.020413865892088663,0.10428746913068548,0.06738265182401287,0.06109350020496207,-0.02823347034695763,0.025821754060960968
Grin2c,-0.020117393950447995,0.0017903945707954975,-0.0076751317618169515,0.021426410169480065,-0.0616535570418941,0.04640866208062827,-0.006385862108973504,-0.03497576668690238,0.03188422889669888,-0.030985092413028006,-0.05676626184793897,-0.025142323142600616,0.05827641438968046,-0.03537024555366838,-0.009690744739166436,0.006948305039704475,NA,-0.02698851419473774,-0.06310744067403241,-0.010178435335584917,-0.04369753934680195,-0.02403832510867619,-0.01990823061453113,0.02307627934715636,-0.0087196677065642,-0.07244099925767347,-0.07087832214720174,-0.05913530247837814,-0.008644129492433846,-0.019811295458918937,-0.03162992506002642,0.004341438830577409,-0.045311077047996126,0.05549797312217211,0.09925684672777549,0.07008801859882173,-0.019655577184121188,-0.030499177463674258
Grin2d,-0.07097638914079749,-0.15957469548434927,0.06971025257542285,0.052271691555791006,0.15604743057410372,0.004270878622957381,0.10645421150624557,0.12640507251039196,0.11146983251613239,0.0030547500753370775,0.013995471510372304,0.11076351638324854,-0.044166590820144666,0.13328106613176122,0.05600020183223775,0.07885021281244767,-0.02698851419473774,NA,0.05574843031660464,-0.021500137499067463,0.0844097907184543,0.08285549273746505,-0.02266181068094138,0.06901657674694509,0.014600467365084791,0.08166591612073351,0.01507889168943023,0.02562789295889402,-0.0028175866948430953,0.021518366086802878,-0.02157356063140083,0.07585483984982601,0.061277922282843136,0.09051678736196407,0.11035204446042156,-0.028365025072782775,0.005043916077604568,0.08716348423103543
Grin3a,-0.10078926405911573,-0.17680566067282177,0.022468172767531918,0.053176091610504975,0.10349694779645074,0.1107135979938405,0.14241428679770426,0.21179180642272896,0.09576566894200125,0.04184927700294709,-0.0077569100542574185,0.029522147045520412,0.0832178697861588,0.10263474742389103,0.11602231253208087,0.04832982821942203,-0.06310744067403241,0.05574843031660464,NA,0.05487559628569109,0.1524999230975105,0.1600117127184836,0.022814180971416027,0.020707182612282042,0.09352875595022728,0.21935976190344117,0.07743989929839966,0.08917060267965135,-0.047095701102168847,0.0031640700391996086,0.002837710037619189,0.02440005677371825,0.16324068580464715,0.046046573837406894,0.08872131924003213,0.0056615801606600446,0.035192448304414446,0.02010940725642592
Grin3b,-0.011115174964157138,-0.012525170643513134,-0.039369239505488554,-0.038547651156589244,-0.052490490933518284,0.009971515582283933,0.027446281749807587,-0.06431798297871241,-0.0016590752332629446,-0.03713791643367706,0.057782307953096475,-0.007336436621122556,-0.00348591346731813,-0.004894912606151009,0.11885482533551234,-0.02662349436703922,-0.010178435335584917,-0.021500137499067463,0.05487559628569109,NA,0.028306221249075572,0.011280612039606536,0.005944008476892324,-0.011350187757108264,-0.01142983441409088,0.03446425581465722,0.026254690275829343,0.033198906808193616,-0.006886261737347208,-0.01578247595729009,-0.025197672349387468,-0.01794147905286657,-0.025104273437833627,-0.05076974574664766,-0.050902188708497074,0.0049660400459958405,0.002955220589385544,0.061936668614849005
